Player,Pos,Age,Tm,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,3P%,Att.,#.1,Player Reference,Season,League
Nick Young,SG,30,LAL,54,1033,.339,21.0,.363,.038,.022,.099,.204,.637,.363,.429,.250,.405,.342,.325,.490,.805,.003,0,.224,.415,0,0,youngni01,2015-2016,NBA
Thaddeus Young,PF,27,BRK,73,2407,.514,6.6,.969,.388,.388,.053,.139,.031,.523,.612,.497,.333,.418,.233,.559,.714,.030,27,.300,.111,2,0,youngth01,2015-2016,NBA
Cody Zeller,C,23,CHO,73,1774,.529,4.9,.977,.648,.151,.041,.137,.023,.539,.640,.439,.222,.267,.100,.787,1.000,.195,78,.200,.500,0,0,zelleco01,2015-2016,NBA
Tyler Zeller,C,26,BOS,60,710,.476,7.0,1.000,.434,.252,.072,.241,.000,.476,.675,.301,.190,.386,,.783,,.066,16,,,0,0,zellety01,2015-2016,NBA
Quincy Acy,PF,24,NYK,68,1287,.459,12.4,.819,.296,.094,.133,.296,.181,.494,.673,.419,.409,.378,.300,.724,1.000,.106,33,.383,.261,1,0,acyqu01,2014-2015,NBA
Jordan Adams,SG,20,MEM,30,248,.407,12.5,.709,.291,.151,.081,.186,.291,.410,.560,.231,.714,.188,.400,.600,.900,.000,0,.360,.222,0,0,adamsjo01,2014-2015,NBA
Steven Adams,C,21,OKC,70,1771,.544,2.9,.995,.604,.351,.038,.003,.005,.547,.643,.407,.333,.000,.000,.650,,.213,72,.000,,1,0,adamsst01,2014-2015,NBA
Jeff Adrien,PF,28,MIN,17,215,.432,4.9,1.000,.523,.250,.114,.114,.000,.432,.522,.273,.400,.400,,.632,,.068,2,,,0,0,adrieje01,2014-2015,NBA
Arron Afflalo,SG,29,TOT,78,2502,.424,15.9,.623,.124,.136,.161,.202,.377,.466,.573,.375,.486,.447,.354,.549,.958,.000,0,.387,.341,0,0,afflaar01,2014-2015,NBA
Arron Afflalo,SG,29,DEN,53,1750,.428,15.7,.630,.117,.148,.170,.195,.370,.481,.571,.361,.500,.500,.337,.543,.976,.000,0,.383,.355,0,0,afflaar01,2014-2015,NBA
Arron Afflalo,SG,29,POR,25,752,.414,16.3,.604,.145,.101,.132,.225,.396,.423,.576,.435,.433,.314,.400,.569,.917,.000,0,.400,.306,0,0,afflaar01,2014-2015,NBA
Alexis Ajinça,C,26,NOP,68,957,.550,6.7,1.000,.353,.340,.198,.106,.000,.550,.603,.563,.508,.429,,.613,,.088,28,,,0,0,ajincal01,2014-2015,NBA
Furkan Aldemir,PF,23,PHI,41,540,.513,5.6,.936,.628,.154,.013,.141,.064,.548,.694,.083,1.000,.364,.000,.450,,.128,10,.000,,0,0,aldemfu01,2014-2015,NBA
Cole Aldrich,C,26,NYK,61,976,.478,4.3,1.000,.359,.575,.060,.007,.000,.478,.676,.376,.333,.000,,.653,,.093,26,,,0,0,aldrico01,2014-2015,NBA
LaMarcus Aldridge,PF,29,POR,71,2512,.466,12.3,.926,.193,.163,.206,.365,.074,.475,.700,.448,.392,.415,.352,.468,.919,.020,27,.295,.355,1,0,aldrila01,2014-2015,NBA
Lavoy Allen,C,25,IND,63,1070,.472,9.8,1.000,.314,.217,.090,.378,.000,.472,.702,.400,.259,.372,,.674,,.030,8,,,0,0,allenla01,2014-2015,NBA
Tony Allen,SG,33,MEM,63,1648,.495,4.3,.936,.690,.165,.031,.051,.064,.505,.564,.333,.500,.261,.345,.595,1.000,.053,22,.621,.333,0,0,allento01,2014-2015,NBA
Al-Farouq Aminu,SF,24,DAL,74,1366,.412,10.9,.653,.412,.134,.036,.070,.347,.485,.619,.250,.538,.120,.274,.673,1.000,.132,42,.500,.306,0,0,aminual01,2014-2015,NBA
Lou Amundson,PF,32,TOT,53,937,.427,4.9,.996,.502,.318,.122,.055,.004,.429,.477,.358,.387,.500,.000,.670,,.071,16,.000,,1,0,amundlo01,2014-2015,NBA
Lou Amundson,PF,32,CLE,12,79,.333,3.2,1.000,.500,.500,.000,.000,.000,.333,.333,.333,,,,.750,,.167,1,,,0,0,amundlo01,2014-2015,NBA
Lou Amundson,PF,32,NYK,41,858,.432,5.0,.996,.502,.309,.128,.058,.004,.434,.484,.360,.387,.500,.000,.667,,.066,15,.000,,1,0,amundlo01,2014-2015,NBA
Chris Andersen,C,36,MIA,60,1132,.580,5.2,.937,.705,.087,.043,.101,.063,.598,.671,.389,.333,.381,.308,.784,1.000,.271,52,.538,.571,3,0,anderch01,2014-2015,NBA
Alan Anderson,SG,32,BRK,74,1744,.443,15.6,.523,.230,.111,.095,.084,.477,.530,.683,.449,.452,.297,.348,.541,.822,.025,10,.367,.429,5,0,anderal01,2014-2015,NBA
Kyle Anderson,SF,21,SAS,33,358,.348,10.9,.876,.258,.213,.180,.225,.124,.359,.565,.316,.250,.250,.273,.357,1.000,.022,2,.545,.500,0,0,anderky01,2014-2015,NBA
Ryan Anderson,PF,26,NOP,61,1675,.399,16.5,.508,.214,.092,.082,.119,.492,.457,.558,.463,.333,.356,.340,.379,.943,.010,6,.148,.340,3,0,anderry01,2014-2015,NBA
Giannis Antetokounmpo,SG,20,MIL,81,2541,.491,7.2,.944,.506,.178,.067,.192,.056,.511,.646,.288,.423,.393,.159,.519,.857,.129,95,.159,.143,1,0,antetgi01,2014-2015,NBA
Carmelo Anthony,SF,30,NYK,40,1428,.444,13.9,.778,.221,.089,.185,.283,.222,.474,.584,.417,.409,.447,.341,.380,.787,.020,15,.089,.625,1,0,anthoca01,2014-2015,NBA
Joel Anthony,C,32,DET,49,406,.581,3.6,1.000,.516,.371,.113,.000,.000,.581,.813,.304,.429,,,.722,,.161,10,,,0,0,anthojo01,2014-2015,NBA
Pero Antić,C,32,ATL,63,1037,.365,17.3,.416,.240,.034,.037,.105,.584,.455,.549,.400,.273,.323,.301,.714,1.000,.020,6,.173,.167,0,0,anticpe01,2014-2015,NBA
Trevor Ariza,SF,29,HOU,82,2930,.402,17.2,.390,.225,.047,.035,.081,.610,.485,.615,.349,.188,.338,.350,.581,.933,.056,47,.377,.421,0,0,arizatr01,2014-2015,NBA
Darrell Arthur,PF,26,DEN,58,988,.404,16.3,.714,.138,.063,.138,.375,.286,.471,.623,.458,.434,.431,.236,.791,.962,.034,11,.173,.158,1,0,arthuda01,2014-2015,NBA
Ömer Aşık,C,28,NOP,76,1982,.517,1.4,1.000,.896,.090,.012,.002,.000,.517,.553,.216,.200,.000,,.690,,.223,81,,,0,0,asikom01,2014-2015,NBA
D.J. Augustin,PG,27,TOT,82,1964,.399,13.7,.620,.250,.209,.057,.104,.380,.436,.599,.319,.324,.343,.337,.154,.590,.000,0,.179,.386,6,0,augusdj01,2014-2015,NBA
D.J. Augustin,PG,27,DET,54,1287,.410,12.7,.675,.282,.226,.054,.113,.325,.450,.615,.337,.280,.346,.327,.129,.490,.000,0,.140,.286,4,0,augusdj01,2014-2015,NBA
D.J. Augustin,PG,27,OKC,28,677,.371,16.3,.484,.172,.167,.065,.081,.516,.389,.531,.258,.417,.333,.354,.257,.735,.000,0,.240,.478,2,0,augusdj01,2014-2015,NBA
Jeff Ayres,PF,27,SAS,51,383,.579,3.8,1.000,.653,.189,.116,.042,.000,.579,.710,.389,.273,.250,,.727,,.221,17,,,0,0,pendeje02,2014-2015,NBA
Luke Babbitt,SF,25,NOP,63,830,.479,17.8,.401,.094,.135,.099,.073,.599,.429,.556,.385,.368,.429,.513,.515,1.000,.005,1,.426,.551,0,0,babbilu01,2014-2015,NBA
Cameron Bairstow,PF,24,CHI,18,64,.214,9.9,1.000,.357,.143,.071,.429,.000,.214,.200,.000,.000,.333,,.667,,.000,0,,,0,0,bairsca01,2014-2015,NBA
Leandro Barbosa,SG,32,GSW,66,982,.474,11.7,.710,.370,.137,.088,.114,.290,.511,.650,.377,.294,.386,.384,.643,.884,.000,0,.259,.483,1,0,barbole01,2014-2015,NBA
J.J. Barea,PG,30,DAL,77,1362,.420,12.3,.688,.257,.243,.088,.101,.312,.463,.551,.415,.404,.407,.323,.152,.648,.000,0,.156,.538,1,0,bareajo01,2014-2015,NBA
Andrea Bargnani,C,29,NYK,29,785,.454,13.0,.886,.152,.188,.211,.335,.114,.466,.582,.441,.434,.446,.366,.685,1.000,.019,7,.000,,0,0,bargnan01,2014-2015,NBA
Harrison Barnes,SF,22,GSW,82,2318,.482,12.9,.672,.309,.122,.081,.160,.328,.519,.685,.325,.415,.400,.405,.611,.977,.104,66,.526,.478,1,0,barneha02,2014-2015,NBA
Matt Barnes,SF,34,LAC,76,2271,.444,16.0,.397,.253,.099,.014,.030,.603,.569,.684,.323,.444,.474,.362,.723,.985,.032,18,.468,.375,0,0,barnema02,2014-2015,NBA
Earl Barron,C,33,PHO,16,143,.308,12.4,.897,.282,.051,.205,.359,.103,.286,.091,.000,.500,.357,.500,.900,1.000,.000,0,.250,1.000,0,0,barroea01,2014-2015,NBA
Will Barton,SG,24,TOT,58,983,.425,10.8,.759,.346,.210,.085,.119,.241,.474,.615,.405,.133,.429,.271,.472,.696,.071,24,.294,.240,2,0,bartowi01,2014-2015,NBA
Will Barton,SG,24,POR,30,300,.380,10.1,.820,.400,.170,.110,.140,.180,.415,.625,.294,.000,.286,.222,.588,.250,.080,8,.444,.250,1,0,bartowi01,2014-2015,NBA
Will Barton,SG,24,DEN,28,683,.443,11.1,.735,.324,.225,.075,.111,.265,.500,.610,.439,.211,.500,.284,.430,.789,.067,16,.254,.235,1,0,bartowi01,2014-2015,NBA
Brandon Bass,PF,29,BOS,82,1929,.504,9.2,.953,.369,.129,.183,.272,.047,.515,.679,.330,.400,.457,.281,.690,1.000,.149,94,.875,.321,0,0,bassbr01,2014-2015,NBA
Nicolas Batum,SF,26,POR,71,2380,.400,17.4,.485,.180,.040,.078,.187,.515,.481,.694,.292,.404,.348,.324,.564,.770,.033,20,.207,.359,0,0,batumni01,2014-2015,NBA
Jerryd Bayless,PG,26,MIL,77,1717,.426,13.5,.767,.242,.126,.078,.322,.233,.462,.600,.385,.375,.410,.308,.404,.973,.029,15,.425,.275,1,0,bayleje01,2014-2015,NBA
Aron Baynes,C,28,SAS,70,1122,.566,4.6,.988,.554,.272,.089,.073,.012,.570,.635,.506,.448,.458,.250,.793,1.000,.131,40,.250,.000,0,0,baynear01,2014-2015,NBA
Kent Bazemore,SG,25,ATL,75,1324,.426,12.4,.601,.329,.151,.057,.063,.399,.467,.606,.320,.158,.381,.364,.624,.938,.066,17,.485,.422,0,0,bazemke01,2014-2015,NBA
Bradley Beal,SG,21,WAS,63,2107,.427,14.9,.696,.206,.086,.125,.280,.304,.434,.669,.288,.377,.332,.409,.553,.858,.041,34,.259,.358,0,0,bealbr01,2014-2015,NBA
Michael Beasley,PF,26,MIA,24,505,.434,12.1,.840,.208,.184,.226,.222,.160,.472,.614,.513,.458,.319,.235,.357,1.000,.033,7,.294,.500,0,0,beaslmi01,2014-2015,NBA
Marco Belinelli,SG,28,SAS,62,1388,.423,18.0,.511,.130,.079,.077,.226,.489,.471,.607,.270,.472,.462,.374,.637,.919,.004,2,.235,.444,1,0,belinma01,2014-2015,NBA
Jerrelle Benimon,PF,23,UTA,2,3,,,,,,,,,,,,,,,,,,0,,,0,0,benimje01,2014-2015,NBA
Anthony Bennett,PF,21,MIN,57,894,.421,12.3,.923,.313,.067,.074,.468,.077,.431,.677,.200,.227,.331,.304,.754,1.000,.111,32,.261,.500,0,0,bennean01,2014-2015,NBA
Patrick Beverley,PG,26,HOU,56,1727,.383,16.6,.393,.179,.145,.038,.032,.607,.426,.505,.390,.350,.235,.356,.270,.939,.002,0,.399,.380,0,0,beverpa01,2014-2015,NBA
Sim Bhullar,C,22,SAC,3,3,.500,10.0,1.000,.000,.500,.500,.000,.000,.500,,1.000,.000,,,.000,,.000,0,,,0,0,bhullsi01,2014-2015,NBA
Bismack Biyombo,C,22,CHO,64,1243,.543,2.0,1.000,.737,.231,.022,.011,.000,.543,.657,.233,.250,.000,,.564,,.242,43,,,0,0,biyombi01,2014-2015,NBA
Tarik Black,C,23,TOT,63,1196,.575,3.0,.996,.692,.238,.018,.048,.004,.577,.651,.477,.000,.231,.000,.643,,.231,57,.000,,1,0,blackta01,2014-2015,NBA
Tarik Black,C,23,HOU,25,393,.542,2.7,.988,.735,.241,.000,.012,.012,.549,.623,.350,,.000,.000,.689,,.145,11,.000,,1,0,blackta01,2014-2015,NBA
Tarik Black,C,23,LAL,38,803,.589,3.1,1.000,.674,.237,.026,.063,.000,.589,.664,.533,.000,.250,,.625,,.268,46,,,0,0,blackta01,2014-2015,NBA
DeJuan Blair,PF,25,WAS,29,180,.456,4.7,1.000,.386,.474,.123,.018,.000,.456,.545,.481,.143,.000,,.692,,.035,2,,,0,0,blairde01,2014-2015,NBA
Steve Blake,PG,34,POR,81,1529,.373,21.7,.330,.067,.040,.058,.165,.670,.417,.591,.154,.368,.426,.352,.333,.753,.000,0,.288,.444,8,0,blakest01,2014-2015,NBA
Eric Bledsoe,PG,25,PHO,81,2800,.447,12.2,.740,.348,.120,.071,.203,.260,.491,.640,.320,.351,.382,.324,.211,.580,.020,19,.173,.340,2,0,bledser01,2014-2015,NBA
Vander Blue,SG,22,LAL,2,74,.300,12.4,.667,.400,.100,.000,.167,.333,.350,.500,.000,,.200,.200,.286,1.000,.033,1,.100,.000,0,0,blueva01,2014-2015,NBA
Bojan Bogdanović,SF,25,BRK,78,1854,.453,14.1,.556,.269,.130,.082,.075,.444,.531,.710,.387,.362,.326,.355,.635,.934,.026,15,.445,.439,0,0,bogdabo02,2014-2015,NBA
Andrew Bogut,C,30,GSW,67,1583,.563,3.2,1.000,.592,.346,.056,.006,.000,.563,.643,.488,.250,.000,,.660,,.186,56,,,0,0,bogutan01,2014-2015,NBA
Matt Bonner,PF,34,SAS,72,935,.409,17.5,.452,.048,.270,.070,.065,.548,.462,.727,.452,.563,.200,.365,.625,1.000,.004,1,.159,.350,1,0,bonnema01,2014-2015,NBA
Trevor Booker,PF,27,UTA,79,1564,.487,9.9,.819,.375,.209,.101,.134,.181,.518,.724,.351,.404,.290,.345,.569,.931,.088,37,.393,.303,3,0,booketr01,2014-2015,NBA
Carlos Boozer,PF,33,LAL,71,1692,.499,8.1,1.000,.376,.179,.214,.231,.000,.499,.674,.338,.472,.366,,.663,,.013,9,,,0,0,boozeca01,2014-2015,NBA
Chris Bosh*,C,30,MIA,44,1556,.460,14.3,.774,.166,.114,.199,.295,.226,.485,.556,.471,.480,.455,.375,.518,.984,.024,17,.119,.350,0,0,boshch01,2014-2015,NBA
Avery Bradley,SG,24,BOS,77,2428,.429,16.8,.652,.168,.050,.044,.389,.348,.470,.612,.392,.356,.431,.352,.661,.895,.016,14,.358,.389,2,0,bradlav01,2014-2015,NBA
Elton Brand,C,35,ATL,36,486,.442,11.4,.989,.168,.147,.337,.337,.011,.447,.688,.357,.406,.406,.000,.833,,.011,1,1.000,.000,0,0,brandel01,2014-2015,NBA
Corey Brewer,SF,28,TOT,80,2087,.426,11.2,.708,.381,.163,.056,.108,.292,.491,.642,.313,.356,.299,.268,.657,.968,.065,50,.626,.265,7,0,breweco01,2014-2015,NBA
Corey Brewer,SF,28,MIN,24,680,.418,9.4,.818,.458,.138,.062,.160,.182,.467,.641,.226,.429,.194,.195,.651,.875,.084,18,.634,.154,1,0,breweco01,2014-2015,NBA
Corey Brewer,SF,28,HOU,56,1407,.429,11.8,.666,.352,.172,.053,.088,.334,.503,.642,.340,.323,.373,.284,.660,.982,.057,32,.624,.289,6,0,breweco01,2014-2015,NBA
Aaron Brooks,PG,30,CHI,82,1885,.421,13.6,.617,.267,.180,.097,.073,.383,.442,.523,.388,.430,.300,.387,.126,.612,.000,0,.112,.314,2,0,brookaa01,2014-2015,NBA
Jabari Brown,SG,22,LAL,19,568,.412,14.1,.635,.276,.112,.094,.153,.365,.435,.553,.316,.313,.385,.371,.638,.913,.024,3,.145,.333,0,0,brownja01,2014-2015,NBA
Lorenzo Brown,PG,24,MIN,29,549,.426,11.5,.770,.369,.131,.148,.123,.230,.489,.556,.438,.333,.533,.214,.348,.667,.041,4,.143,.000,1,0,brownlo01,2014-2015,NBA
Markel Brown,SG,23,BRK,47,781,.362,13.2,.695,.290,.110,.090,.205,.305,.404,.541,.348,.316,.279,.266,.576,.941,.062,10,.406,.308,1,0,brownma02,2014-2015,NBA
Shannon Brown,SG,29,MIA,5,89,.368,12.8,.632,.421,.000,.053,.158,.368,.333,.500,,.000,.000,.429,.000,.333,.158,3,.286,1.000,0,0,brownsh01,2014-2015,NBA
Kobe Bryant*,SG,36,LAL,35,1207,.373,15.2,.742,.136,.129,.185,.292,.258,.401,.567,.380,.311,.389,.293,.278,.463,.010,7,.103,.474,1,0,bryanko01,2014-2015,NBA
Chase Budinger,SF,26,MIN,67,1286,.433,13.5,.633,.262,.136,.100,.136,.367,.474,.637,.358,.359,.358,.364,.667,1.000,.036,13,.280,.375,0,0,budinch01,2014-2015,NBA
Reggie Bullock,SF,23,TOT,36,338,.343,19.3,.343,.143,.043,.000,.157,.657,.375,.700,.000,,.182,.326,.778,1.000,.000,0,.435,.450,0,0,bullore01,2014-2015,NBA
Reggie Bullock,SF,23,LAC,25,263,.426,20.3,.278,.130,.019,.000,.130,.722,.533,.857,.000,,.286,.385,.875,1.000,.000,0,.487,.474,0,0,bullore01,2014-2015,NBA
Reggie Bullock,SF,23,PHO,11,75,.063,15.9,.563,.188,.125,.000,.250,.438,.111,.333,.000,,.000,.000,.000,,.000,0,.143,.000,0,0,bullore01,2014-2015,NBA
Trey Burke,PG,22,UTA,76,2288,.368,16.0,.612,.149,.156,.085,.222,.388,.400,.493,.306,.412,.399,.318,.211,.895,.000,0,.190,.419,6,1,burketr01,2014-2015,NBA
Alec Burks,SG,23,UTA,27,899,.403,12.3,.773,.290,.177,.083,.223,.227,.409,.494,.340,.280,.403,.382,.316,.769,.033,9,.250,.471,2,0,burksal01,2014-2015,NBA
Caron Butler,SF,34,DET,78,1623,.407,20.4,.447,.063,.033,.078,.273,.553,.441,.520,.308,.484,.426,.379,.679,.928,.003,1,.228,.480,3,0,butleca01,2014-2015,NBA
Jimmy Butler,SG,25,CHI,65,2513,.462,11.8,.788,.336,.121,.121,.212,.212,.484,.624,.345,.427,.373,.378,.569,.918,.058,49,.244,.447,2,0,butleji01,2014-2015,NBA
Rasual Butler,SF,35,WAS,75,1505,.422,17.3,.545,.141,.066,.104,.234,.455,.450,.671,.412,.315,.388,.387,.685,.934,.043,21,.426,.410,0,0,butlera01,2014-2015,NBA
Dwight Buycks,PG,25,LAL,6,123,.450,13.1,.725,.300,.075,.125,.225,.275,.379,.417,.000,.800,.222,.636,.091,.571,.000,0,.091,1.000,0,0,buyckdw01,2014-2015,NBA
Will Bynum,SG,32,WAS,7,67,.323,14.8,.710,.161,.161,.097,.290,.290,.455,.400,1.000,.000,.333,.000,.100,,.000,0,.000,,0,0,bynumwi01,2014-2015,NBA
Bruno Caboclo,SF,19,TOR,8,23,.333,10.3,.750,.250,.417,.000,.083,.250,.222,.667,.000,,.000,.667,1.000,1.000,.083,1,.333,1.000,0,0,cabocbr01,2014-2015,NBA
Nick Calathes,SG,25,MEM,58,838,.421,9.0,.826,.360,.263,.109,.093,.174,.456,.618,.400,.296,.174,.256,.452,.727,.000,0,.186,.125,0,0,calatni01,2014-2015,NBA
José Calderón,PG,33,NYK,42,1270,.415,18.4,.599,.102,.025,.102,.370,.401,.415,.611,.333,.333,.389,.415,.545,.864,.000,0,.197,.500,0,0,caldejo01,2014-2015,NBA
Kentavious Caldwell-Pope,SG,21,DET,82,2587,.401,15.8,.543,.226,.099,.080,.138,.457,.449,.600,.260,.436,.343,.345,.608,.863,.036,30,.241,.383,4,0,caldwke01,2014-2015,NBA
Isaiah Canaan,PG,23,TOT,47,938,.386,18.6,.349,.172,.079,.026,.071,.651,.417,.462,.400,.300,.370,.370,.218,.516,.000,0,.154,.368,1,0,canaais01,2014-2015,NBA
Isaiah Canaan,PG,23,HOU,25,369,.405,17.8,.359,.214,.061,.023,.061,.641,.447,.536,.125,.333,.500,.381,.286,.563,.000,0,.238,.300,1,0,canaais01,2014-2015,NBA
Isaiah Canaan,PG,23,PHI,22,569,.377,19.0,.344,.150,.089,.028,.077,.656,.400,.405,.500,.286,.316,.364,.176,.492,.000,0,.111,.444,0,0,canaais01,2014-2015,NBA
Clint Capela,C,20,HOU,12,90,.483,1.6,1.000,.724,.276,.000,.000,.000,.483,.667,.000,,,,.929,,.379,10,,,0,0,capelca01,2014-2015,NBA
DeMarre Carroll,SF,28,ATL,70,2189,.487,13.8,.534,.308,.121,.043,.063,.466,.567,.657,.468,.357,.463,.395,.727,.992,.018,12,.438,.444,0,0,carrode01,2014-2015,NBA
Vince Carter,SG,38,MEM,66,1091,.333,18.8,.429,.131,.074,.067,.158,.571,.379,.472,.333,.407,.313,.297,.242,.928,.012,5,.138,.375,2,0,cartevi01,2014-2015,NBA
Michael Carter-Williams,PG,23,TOT,66,2149,.396,10.1,.834,.333,.229,.096,.176,.166,.428,.588,.338,.420,.247,.235,.204,.917,.032,27,.124,.211,2,0,cartemi01,2014-2015,NBA
Michael Carter-Williams,PG,23,PHI,41,1391,.380,11.0,.795,.311,.223,.079,.183,.205,.412,.626,.294,.313,.232,.256,.210,.906,.025,15,.088,.182,1,0,cartemi01,2014-2015,NBA
Michael Carter-Williams,PG,23,MIL,25,758,.429,8.4,.909,.377,.240,.130,.162,.091,.457,.526,.419,.550,.280,.143,.195,1.000,.045,12,.286,.250,1,0,cartemi01,2014-2015,NBA
Omri Casspi,SF,26,SAC,67,1416,.489,8.0,.796,.382,.358,.035,.021,.204,.512,.724,.340,.133,.222,.402,.667,.914,.063,25,.149,.385,0,0,casspom01,2014-2015,NBA
Mario Chalmers,PG,28,MIA,80,2368,.403,13.1,.626,.306,.166,.065,.089,.374,.467,.532,.418,.419,.373,.294,.366,.932,.006,4,.375,.366,7,1,chalmma01,2014-2015,NBA
Tyson Chandler,C,32,DAL,75,2286,.666,2.5,1.000,.805,.086,.030,.080,.000,.666,.746,.237,.462,.400,,.727,,.432,179,,,0,0,chandty01,2014-2015,NBA
Wilson Chandler,SF,27,DEN,78,2471,.429,13.8,.584,.267,.175,.057,.084,.416,.490,.642,.392,.339,.317,.342,.452,.935,.038,32,.244,.343,1,0,chandwi01,2014-2015,NBA
Will Cherry,PG,23,CLE,8,69,.263,13.7,.526,.316,.158,.000,.053,.474,.300,.333,.333,,.000,.222,.333,1.000,.000,0,.333,.333,0,0,cherrwi01,2014-2015,NBA
Patrick Christopher,SG,26,UTA,4,29,.250,15.6,.667,.250,.083,.000,.333,.333,.375,.333,.000,,.500,.000,.000,,.000,0,.250,.000,0,0,chrispa01,2014-2015,NBA
Earl Clark,PF,27,BRK,10,93,.367,18.7,.533,.133,.000,.033,.367,.467,.438,.750,,.000,.364,.286,.571,1.000,.000,0,.143,.000,0,0,clarkea01,2014-2015,NBA
Ian Clark,SG,23,TOT,30,192,.345,16.9,.455,.164,.127,.073,.091,.545,.360,.778,.143,.250,.000,.333,.444,1.000,.000,0,.400,.500,0,0,clarkia01,2014-2015,NBA
Ian Clark,SG,23,UTA,23,161,.341,17.3,.432,.159,.114,.068,.091,.568,.316,.714,.200,.000,.000,.360,.500,1.000,.000,0,.400,.600,0,0,clarkia01,2014-2015,NBA
Ian Clark,SG,23,DEN,7,31,.364,15.0,.545,.182,.182,.091,.091,.455,.500,1.000,.000,1.000,.000,.200,.333,1.000,.000,0,.400,.000,0,0,clarkia01,2014-2015,NBA
Jordan Clarkson,PG,22,LAL,59,1476,.448,11.8,.797,.287,.183,.106,.221,.203,.482,.661,.321,.476,.386,.314,.279,.737,.035,20,.099,.333,0,0,clarkjo01,2014-2015,NBA
Victor Claver,SF,26,POR,10,76,.450,15.7,.450,.300,.050,.000,.100,.550,.333,.333,.000,,.500,.545,1.000,1.000,.050,1,.273,.667,0,0,clavevi01,2014-2015,NBA
Norris Cole,PG,26,TOT,75,1831,.412,14.4,.685,.244,.102,.093,.246,.315,.458,.537,.316,.442,.445,.313,.400,.836,.004,2,.295,.288,1,0,coleno01,2014-2015,NBA
Norris Cole,PG,26,MIA,47,1148,.386,13.6,.667,.297,.101,.069,.199,.333,.446,.538,.323,.429,.377,.265,.407,.852,.003,1,.284,.172,0,0,coleno01,2014-2015,NBA
Norris Cole,PG,26,NOP,28,683,.444,15.4,.706,.179,.103,.123,.302,.294,.472,.533,.308,.452,.500,.378,.393,.821,.004,1,.311,.435,1,0,coleno01,2014-2015,NBA
Darren Collison,PG,27,SAC,45,1565,.473,14.2,.707,.247,.093,.107,.260,.293,.514,.684,.216,.475,.476,.373,.225,.650,.009,5,.304,.469,3,0,collida01,2014-2015,NBA
Nick Collison,PF,34,OKC,66,1101,.419,10.9,.763,.379,.138,.047,.198,.237,.466,.646,.371,.167,.260,.267,.689,1.000,.040,10,.567,.294,0,0,collini01,2014-2015,NBA
Mike Conley,PG,27,MEM,70,2225,.446,13.1,.686,.277,.170,.098,.142,.314,.473,.586,.433,.395,.352,.386,.241,.720,.000,0,.159,.432,3,0,conlemi01,2014-2015,NBA
Jack Cooley,C,23,UTA,16,87,.409,6.0,1.000,.455,.318,.045,.182,.000,.409,.600,.286,.000,.250,,.667,,.000,0,,,0,0,cooleja01,2014-2015,NBA
Chris Copeland,SF,30,IND,50,828,.361,16.0,.461,.216,.145,.026,.074,.539,.420,.552,.311,.250,.304,.311,.317,.962,.010,2,.251,.381,0,0,copelch01,2014-2015,NBA
Bryce Cotton,PG,22,UTA,15,159,.420,15.8,.710,.087,.188,.101,.333,.290,.449,.667,.538,.429,.348,.350,.318,.714,.029,2,.100,.500,0,0,cottobr01,2014-2015,NBA
DeMarcus Cousins,C,24,SAC,59,2013,.467,7.2,.992,.428,.250,.078,.237,.008,.469,.627,.316,.349,.383,.250,.520,1.000,.072,72,.125,.000,0,0,couside01,2014-2015,NBA
Robert Covington,SF,24,PHI,70,1956,.396,17.0,.410,.206,.112,.033,.058,.590,.426,.590,.271,.280,.227,.374,.576,.910,.012,8,.188,.405,2,0,covinro01,2014-2015,NBA
Allen Crabbe,SG,22,POR,51,683,.412,17.5,.444,.203,.026,.059,.157,.556,.485,.839,.500,.111,.167,.353,.848,1.000,.072,9,.412,.400,0,0,crabbal01,2014-2015,NBA
Jamal Crawford,SG,34,LAC,64,1703,.396,18.1,.566,.079,.120,.118,.249,.434,.448,.561,.465,.354,.450,.327,.319,.748,.001,1,.198,.361,8,0,crawfja01,2014-2015,NBA
Jae Crowder,SF,24,TOT,82,1647,.420,14.6,.618,.279,.070,.097,.174,.382,.499,.618,.395,.453,.368,.293,.679,.967,.031,14,.255,.302,2,0,crowdja01,2014-2015,NBA
Jae Crowder,SF,24,DAL,25,265,.434,16.7,.500,.197,.039,.079,.184,.500,.526,.667,.667,.333,.429,.342,.450,.923,.013,1,.368,.500,0,0,crowdja01,2014-2015,NBA
Jae Crowder,SF,24,BOS,57,1382,.418,14.3,.638,.292,.075,.100,.173,.362,.495,.613,.371,.468,.358,.282,.709,.979,.034,13,.229,.231,2,0,crowdja01,2014-2015,NBA
Dante Cunningham,PF,27,NOP,66,1652,.457,13.3,.971,.245,.094,.071,.560,.029,.468,.663,.281,.375,.426,.100,.929,1.000,.035,12,.300,.000,1,0,cunnida01,2014-2015,NBA
Jared Cunningham,SG,23,LAC,19,89,.364,13.8,.606,.333,.061,.030,.182,.394,.400,.364,.500,.000,.500,.308,1.000,1.000,.091,3,.462,.333,0,0,cunnija01,2014-2015,NBA
